user_id,name,age,gender,height_cm,weight_kg,goal,activity_level,steps_per_day,calories_intake,calories_burned,protein_intake_g,carbs_intake_g,fat_intake_g,water_intake_l,sleep_hours,workout_type,workout_duration_min,diet_type,body_fat_pct,heart_rate_avg,blood_pressure_sys,blood_pressure_dia,stress_level,mood,weekly_progress,trainer_assigned,membership_type,last_active_days,bmi
U0139,User139,63,Female,170.0,87.0,Muscle Gain,High,15441,2459,769,82,340.0,116,2.7,4.9,Mixed,70,High Protein,17.8,55,107,67,3,Energetic,-0.51,No,Premium,41,30.1
U0140,User140,51,Female,153.0,98.0,Muscle Gain,Low,15953,3385,1024,115,153.0,55,4.5,9.4,Cardio,141,High Protein,33.2,79,115,66,2,Tired,1.98,No,Free,17,41.86
U0141,User141,42,Female,191.0,58.0,Maintain Fitness,Medium,6764,3329,1118,72,124.0,79,1.2,9.0,Strength,39,Keto,11.0,83,111,91,4,Happy,-2.73,Yes,Free,38,15.9
U0142,User142,54,Male,151.0,71.0,Muscle Gain,meduim,9671,1787,206,43,207.0,64,3.7,8.8,Cardio,137,Vegan,22.5,79,120,70,3,Stressed,0.16,No,Premium,36,31.14
U0143,User143,56,Female,192.0,102.0,Maintain Fitness,Medium,15677,2031,746,118,245.0,72,1.8,5.5,Mixed,136,Balanced,9.8,77,133,77,4,Energetic,-0.48,No,Premium,26,27.67
U0144,User144,27,Female,189.0,99.0,Maintain Fitness,Medium,10144,2347,1111,87,362.0,91,4.0,8.3,Mixed,125,High Protein,9.3,100,127,71,2,Happy,1.88,No,Free,4,27.71
U0145,User145,21,Male,165.0,59.0,Maintain Fitness,Low,12289,2801,590,111,390.0,104,4.4,5.8,Mixed,116,Vegan,23.5,62,136,89,4,Stressed,0.08,Yes,Free,10,21.67
U0146,User146,61,Male,183.0,95.0,Weight Loss,Medium,14255,3430,1098,106,319.0,115,2.3,8.7,Strength,33,Keto,8.4,84,139,90,2,Tired,-0.73,No,Premium,17,28.37
U0147,User147,19,Male,156.0,90.0,Muscle Gain,Medium,4990,3186,408,155,316.0,65,4.0,5.8,Cardio,117,Vegan,24.0,76,131,72,5,Tired,2.55,Yes,Free,30,36.98
U0148,User148,33,Male,154.0,100.0,Maintain Fitness,Medium,3613,2855,737,133,280.0,89,3.3,6.1,Mixed,135,High Protein,21.5,99,119,65,4,Stressed,2.23,Yes,Free,25,42.17
U0149,User149,22,Female,160.0,71.0,Weight Loss,Low,9991,3034,690,34,206.0,80,1.9,6.1,Cardio,117,Keto,15.8,63,115,80,1,Energetic,-0.6,No,Premium,6,27.73
U0150,User150,22,Male,157.0,86.0,Muscle Gain,Medium,15739,1624,869,30,188.0,62,3.8,6.0,Yoga,105,Keto,15.3,57,130,82,1,Happy,2.81,Yes,Free,36,34.89
U0151,User151,54,Female,190.0,87.0,Weight Loss,Low,8425,1449,488,37,240.0,59,3.8,6.2,Mixed,103,Keto,25.9,71,108,83,5,Tired,1.28,No,Free,21,24.1
U0152,User152,36,Male,177.0,73.0,Weight Loss,Low,2259,2446,263,134,280.0,72,2.7,4.1,Cardio,114,Keto,13.3,68,107,86,4,Stressed,0.31,Yes,Free,28,23.3
U0153,User153,32,Male,156.0,49.0,Maintain Fitness,High,8373,3105,210,92,263.0,57,3.8,7.5,Cardio,63,Keto,12.9,71,116,88,2,Tired,-0.91,Yes,Free,11,20.13
U0154,User154,46,Male,174.0,98.0,Weight Loss,Low,14623,3593,259,132,197.0,49,3.5,7.8,Yoga,51,Keto,30.8,88,116,79,2,Happy,-0.1,Yes,Premium,27,32.37
U0155,User155,35,Female,163.0,52.0,Maintain Fitness,Medium,15119,2258,956,81,389.0,78,4.2,9.5,Cardio,77,Balanced,32.2,72,141,90,1,Tired,-2.85,No,Premium,36,19.57
U0156,User156,41,Female,165.0,96.0,Weight Loss,Medium,10565,2192,645,77,153.0,50,2.0,7.5,Strength,121,Balanced,27.4,96,132,85,4,Energetic,-0.83,No,Premium,38,35.26
U0157,User157,64,Male,184.0,53.0,Maintain Fitness,Medium,3199,2055,745,117,192.0,105,4.0,8.8,Mixed,123,Vegan,33.6,97,123,85,2,Energetic,-2.6,No,Premium,6,15.65
U0158,User158,34,Male,165.0,102.0,Muscle Gain,Low,2097,3759,618,155,363.0,65,2.6,5.2,Cardio,76,High Protein,34.2,99,117,89,5,Happy,2.8,Yes,Free,25,37.47
U0159,User159,24,Male,153.0,55.0,Weight Loss,Medium,11928,2769,891,50,360.0,88,1.9,9.2,Strength,93,Vegan,26.9,99,124,83,2,Energetic,2.55,No,Premium,18,23.5
U0160,User160,25,Female,168.0,67.0,Weight Loss,High,3301,1448,750,53,178.0,95,2.8,7.2,Strength,42,Balanced,18.5,88,124,71,2,Energetic,-1.04,No,Free,26,23.74
U0161,User161,38,Male,184.0,101.0,Muscle Gain,Medium,6504,2694,367,78,291.0,89,2.0,7.3,Strength,142,High Protein,9.9,85,112,68,2,Stressed,0.84,Yes,Free,29,29.83
U0162,User162,28,Male,182.0,63.0,Maintain Fitness,Low,8449,3663,1047,45,155.0,115,3.8,6.5,Cardio,43,Balanced,14.2,94,143,69,4,Stressed,1.15,Yes,Premium,31,19.02
U0163,User163,60,Male,171.0,65.0,Weigh Loss,High,11113,3167,431,86,218.0,35,3.8,8.5,Strength,19,Keto,34.8,80,117,67,2,Stressed,-1.2,Yes,Free,2,22.23
U0164,User164,50,Female,167.0,48.0,Weight Loss,Low,7483,2691,426,60,348.0,42,1.7,7.0,Mixed,138,High Protein,18.1,97,129,65,2,Happy,-2.26,Yes,Free,44,17.21
U0165,User165,61,Female,193.0,109.0,Maintain Fitness,Low,15091,3797,859,47,277.0,71,4.5,8.2,Mixed,106,Vegan,29.8,102,127,72,3,Stressed,0.09,No,Premium,40,29.26
U0166,User166,57,Female,165.0,60.0,Maintain Fitness,Low,9978,3756,800,66,298.0,83,4.1,7.1,Strength,17,High Protein,14.2,79,128,74,2,Energetic,-1.11,No,Free,42,22.04
U0167,User167,63,Female,160.0,104.0,Maintain Fitness,Low,5307,2373,407,78,399.0,116,2.6,8.8,Cardio,75,Keto,28.8,65,128,72,3,Stressed,-0.57,No,Free,0,40.62
U0168,User168,41,Female,173.0,98.0,Maintain Fitness,Low,15054,2590,605,91,352.0,43,4.1,8.5,Strength,74,Vegan,16.5,96,142,67,3,Tired,0.47,No,Premium,18,32.74
U0169,,40,Male,,,Muscle Gain,Medium,6868,1869,215,68,,117,4.2,7.1,,62,Balanced,21.8,80,120,78,1,Happy,-1.91,No,,17,15.19
U0170,User170,39,Female,193.0,98.0,Muscle Gain,High,17917,3728,861,131,212.0,70,3.5,9.0,Yoga,144,High Protein,25.2,63,108,73,4,Happy,-1.23,No,Free,22,26.31
U0171,User171,44,Female,157.0,99.0,Muscle Gain,High,14133,3418,1122,92,352.0,115,1.4,3.8,Strength,63,Vegan,24.2,62,109,83,3,Tired,-1.73,Yes,Premium,43,40.16
U0172,User172,30,Female,169.0,88.0,Maintain Fitness,High,9389,2099,266,102,186.0,26,2.5,4.7,Strength,80,Keto,14.9,56,137,85,2,Energetic,2.67,Yes,Free,33,30.81
U0173,User173,20,Female,159.0,52.0,Maintain Fitness,Low,13624,1874,375,100,395.0,84,2.9,9.0,Strength,18,High Protein,34.0,94,138,83,5,Tired,-2.84,Yes,Free,14,20.57
U0174,User174,58,Female,152.0,55.0,Muscle Gain,High,2033,3105,663,66,375.0,52,1.8,3.8,Yoga,117,Keto,14.4,92,124,93,3,Happy,2.54,Yes,Premium,20,23.81
U0175,User175,35,Female,194.0,47.0,Muscle Gain,Low,8430,1559,384,149,306.0,99,2.2,7.4,Cardio,50,Vegan,12.4,58,124,69,4,Energetic,-2.31,Yes,Premium,13,12.49
U0176,User176,19,Female,166.0,89.0,Weight Loss,Low,6468,3390,758,131,365.0,61,3.3,8.4,Strength,129,Balanced,27.6,65,141,80,4,Stressed,-0.83,No,Free,28,32.3
U0177,User177,43,Female,183.0,71.0,Muscle Gain,Low,5983,3488,181,150,173.0,36,2.0,9.0,Mixed,46,High Protein,32.9,58,140,94,4,Energetic,0.12,Yes,Free,38,21.2
U0178,User178,20,Female,182.0,100.0,Weight Loss,High,9194,3707,404,57,198.0,108,2.2,6.6,Strength,49,High Protein,15.7,86,138,88,4,Stressed,-2.87,Yes,Premium,8,30.19
U0179,User179,34,Female,182.0,53.0,Muscle Gain,Low,13164,2714,709,157,210.0,26,1.3,8.8,Cardio,137,Keto,21.3,80,132,74,2,Happy,0.31,Yes,Free,19,16.0
U0180,User180,20,Female,172.0,92.0,Muscle Gain,Medium,10381,2173,265,105,143.0,59,4.1,7.1,Yoga,41,High Protein,17.8,81,141,75,1,Happy,2.62,Yes,Free,3,31.1
U0181,User181,42,Female,191.0,67.0,Weight Loss,Medium,13324,3489,392,145,365.0,38,3.4,4.5,Strength,62,Balanced,21.5,58,111,93,5,Happy,-0.78,Yes,Free,20,18.37
U0182,User182,33,Female,152.0,106.0,Maintain Fitness,Medium,11058,2870,1028,76,200.0,113,3.9,8.9,Strength,71,Balanced,25.7,74,112,94,3,Happy,-1.37,Yes,Free,10,45.88
U0183,User183,47,Female,165.0,46.0,Weight Loss,Medium,16152,2087,909,116,191.0,50,3.9,5.3,Strength,144,Vegan,27.5,82,117,84,4,Tired,2.3,No,Free,12,16.9
U0184,User184,24,Female,168.0,74.0,Maintain Fitness,High,8953,3113,244,71,196.0,83,2.8,3.8,Mixed,41,High Protein,29.9,87,107,72,4,Happy,0.32,No,Free,0,26.22
U0185,,46,Female,,,Maintain Fitness,High,15269,2629,263,105,,106,3.7,6.2,,147,High Protein,12.2,87,134,89,4,Energetic,0.69,Yes,,33,18.52
U0186,User186,60,Male,178.0,88.0,Maintain Fitness,Medium,10724,1908,746,138,246.0,24,2.2,7.9,Yoga,41,Keto,21.6,70,143,65,5,Stressed,-0.81,Yes,Premium,16,27.77
U0187,User187,40,Female,175.0,48.0,Muscle Gain,High,11876,1536,430,93,189.0,33,4.2,6.7,Strength,116,Keto,31.6,72,141,91,2,Tired,2.38,No,Free,26,15.67
U0188,User188,38,Female,150.0,78.0,Weight Loss,High,17643,2884,307,39,366.0,54,3.9,5.0,Yoga,66,Keto,32.9,80,118,69,1,Happy,2.59,No,Free,15,34.67
U0189,User189,43,Male,170.0,55.0,Weight Loss,High,10308,2845,218,151,168.0,102,4.1,7.9,Mixed,56,Vegan,34.4,87,116,82,5,Energetic,2.93,No,Free,36,19.03
U0190,User190,51,Male,190.0,97.0,Maintain Fitness,High,14019,2102,812,152,159.0,43,3.6,5.6,Strength,67,High Protein,23.8,57,118,80,2,Stressed,-0.56,No,Free,34,26.87
U0191,User191,64,Male,179.0,56.0,Muscle Gain,High,6650,3555,672,125,390.0,30,1.3,8.3,Yoga,31,Balanced,20.8,95,143,69,2,Tired,-1.09,Yes,Free,20,17.48
U0192,User192,25,Female,172.0,69.0,Weight Loss,Low,11717,2769,1001,117,256.0,23,3.1,3.8,Cardio,30,Keto,25.0,79,133,82,1,Stressed,-1.14,Yes,Premium,5,23.32
U0193,User193,26,mal,179.0,99.0,Maintain Fitness,High,5990,1948,459,85,142.0,68,1.5,4.5,Yoga,134,Balanced,13.5,83,142,72,5,Tired,1.47,No,Premium,21,30.9
U0194,User194,34,Male,180.0,93.0,Maintain Fitness,High,11877,2484,1080,80,179.0,47,3.6,7.7,Mixed,130,Keto,16.6,70,114,70,2,Energetic,-2.28,Yes,Free,18,28.7
U0195,User195,47,Female,171.0,91.0,Muscle Gain,Medium,15022,1507,811,37,180.0,30,1.8,6.9,Strength,105,Keto,24.6,69,144,73,2,Tired,-0.15,Yes,Premium,32,31.12
U0196,,18,Male,,,Weight Loss,High,17740,1716,307,135,,20,3.2,4.4,,136,Keto,27.8,93,129,87,3,Tired,1.51,Yes,,20,28.09
U0197,User197,62,Female,191.0,71.0,Weight Loss,Low,2747,3513,609,145,132.0,87,3.0,6.6,Cardio,129,Keto,19.2,71,140,82,2,Stressed,-0.34,Yes,Free,11,19.46
U0198,User198,58,Male,151.0,76.0,Weigh Loss,Medium,14370,1628,891,64,314.0,31,4.1,3.9,Cardio,67,Keto,8.7,58,136,67,4,Tired,-2.95,Yes,Premium,35,33.33
U0199,,57,Female,,,Muscle Gain,High,15962,3517,187,103,,43,3.5,7.1,,32,Vegan,22.3,87,118,81,2,Tired,2.09,No,,6,16.54
U0200,User200,34,Female,159.0,109.0,Weight Loss,Low,8851,2475,918,145,231.0,48,2.9,6.1,Mixed,63,Vegan,31.9,90,129,93,2,Stressed,2.71,No,Free,22,43.12
U0201,User201,56,Male,191.0,86.0,Muscle Gain,High,5438,1844,1143,135,370.0,21,3.1,8.6,Mixed,81,Keto,28.3,91,129,88,1,Happy,-1.64,Yes,Premium,0,23.57
U0202,User202,63,Female,180.0,107.0,Muscle Gain,Medium,6372,2267,668,69,127.0,54,4.1,8.0,Yoga,23,High Protein,32.4,69,132,90,2,Happy,0.87,Yes,Premium,18,33.02
U0203,User203,57,Male,193.0,59.0,Maintain Fitness,Low,4693,3060,926,58,286.0,29,1.5,6.1,Strength,129,Balanced,18.0,82,107,78,5,Energetic,-2.32,No,Premium,10,15.84
U0204,User204,57,Female,185.0,89.0,Maintain Fitness,Low,7753,2393,924,138,314.0,105,2.0,8.0,Mixed,137,Balanced,17.8,77,127,72,5,Energetic,-1.67,Yes,Premium,27,26.0
U0205,User205,53,Female,191.0,46.0,Maintain Fitness,High,4606,1430,201,144,274.0,81,2.1,8.9,Mixed,103,Vegan,10.4,66,112,84,2,Tired,2.48,Yes,Premium,19,12.61
U0206,User206,43,Female,168.0,83.0,Weigh Loss,Low,11827,3695,866,45,230.0,81,3.7,8.5,Mixed,61,Keto,25.6,59,141,69,4,Stressed,-1.81,Yes,Free,10,29.41
U0207,User207,49,Male,154.0,69.0,Muscle Gain,Medium,15325,3050,966,151,395.0,39,3.8,6.7,Yoga,114,Keto,14.0,84,111,72,4,Tired,0.75,No,Premium,44,29.09
U0208,User208,29,Male,151.0,72.0,Muscle Gain,High,7671,2208,308,116,116.0,73,3.8,7.1,Strength,90,Vegan,19.4,55,127,78,4,Energetic,0.05,Yes,Premium,27,31.58
U0209,User209,26,Female,190.0,46.0,Maintain Fitness,Low,4051,2112,861,91,286.0,35,1.7,4.1,Cardio,102,Keto,22.8,104,107,70,4,Tired,-2.53,No,Premium,23,12.74
U0210,User210,29,Female,159.0,90.0,Weight Loss,High,5925,1446,1036,139,131.0,82,3.7,5.3,Yoga,21,Vegan,18.0,82,128,65,4,Stressed,0.04,No,Free,9,35.6
U0211,User211,30,mal,165.0,51.0,Maintain Fitness,Medium,12166,3511,1056,98,304.0,108,3.9,6.5,Yoga,36,High Protein,20.9,59,140,67,1,Happy,2.3,Yes,Premium,1,18.73
U0212,User212,33,Male,169.0,82.0,Weight Loss,High,3657,1469,661,89,143.0,106,2.1,8.9,Strength,107,Vegan,9.7,67,112,78,5,Happy,-0.75,No,Premium,1,28.71
U0213,User213,40,Male,173.0,62.0,Muscle Gain,High,2318,3114,745,34,363.0,99,3.7,9.4,Mixed,142,Balanced,11.4,81,108,93,4,Stressed,-2.74,Yes,Premium,39,20.72
U0214,User214,55,Male,153.0,97.0,Maintain Fitness,Low,10476,3462,907,141,132.0,46,2.8,8.9,Cardio,64,Vegan,22.1,68,108,90,1,Stressed,-1.88,No,Free,3,41.44
U0215,User215,20,Female,194.0,54.0,Weight Loss,Medium,9101,3633,1045,146,346.0,67,4.4,4.6,Mixed,147,Balanced,10.4,84,128,86,3,Stressed,-2.14,No,Premium,8,14.35
U0216,User216,56,Male,162.0,63.0,Muscle Gain,Medium,9197,1683,1189,154,282.0,76,3.0,7.0,Strength,94,High Protein,31.9,75,131,68,5,Energetic,-0.31,No,Premium,15,24.01
U0217,User217,60,Male,177.0,99.0,Maintain Fitness,Low,4814,1620,1114,112,284.0,70,3.6,5.8,Strength,91,Vegan,18.2,101,122,83,3,Tired,-0.89,Yes,Free,3,31.6
U0218,User218,19,Female,183.0,52.0,Maintain Fitness,High,13718,2361,804,124,391.0,50,1.4,7.4,Strength,29,Vegan,32.2,102,106,93,3,Energetic,2.12,No,Free,10,15.53
U0219,User219,52,Male,164.0,77.0,Maintain Fitness,High,14238,2309,244,116,186.0,59,3.2,6.3,Yoga,129,Vegan,15.6,82,140,90,4,Stressed,1.47,No,Free,3,28.63
U0220,User220,55,Female,156.0,48.0,Muscle Gain,Medium,8661,3758,219,132,197.0,64,2.1,4.7,Mixed,46,Vegan,34.9,67,119,85,1,Stressed,-0.85,Yes,Premium,21,19.72
U0221,,53,Female,,,Muscle Gain,High,15044,3629,267,112,,113,2.3,9.1,,144,Keto,11.4,80,135,86,1,Energetic,2.67,Yes,,31,20.32
U0222,User222,60,Female,156.0,71.0,Muscle Gain,High,15792,2240,336,56,360.0,84,3.5,5.6,Mixed,16,Vegan,13.3,85,130,70,2,Stressed,-1.09,No,Premium,9,29.17
U0223,,55,Female,,,Muscle Gain,Low,3850,3730,437,31,,29,1.4,8.0,,81,Vegan,26.5,92,133,89,4,Happy,2.8,Yes,,12,24.33
U0224,User224,62,Female,169.0,84.0,Maintain Fitness,Medium,10506,3099,1186,73,238.0,52,1.7,6.9,Cardio,30,High Protein,9.1,103,126,72,3,Happy,-2.49,No,Premium,13,29.41
U0225,User225,62,Female,192.0,99.0,Maintain Fitness,Low,11354,3035,552,55,345.0,44,4.2,8.8,Strength,91,Keto,27.3,99,127,84,2,Energetic,-0.43,No,Premium,10,26.86
U0226,User226,49,Male,170.0,73.0,Maintain Fitness,Low,10417,2800,246,108,303.0,50,3.2,8.0,Yoga,147,Balanced,18.7,72,119,85,5,Tired,0.44,No,Premium,44,25.26
U0227,User227,33,Male,164.0,68.0,Weight Loss,High,11035,2330,1090,81,195.0,112,1.3,6.1,Strength,33,Balanced,26.1,97,133,92,3,Happy,0.98,No,Premium,2,25.28
U0228,User228,39,Female,171.0,85.0,Weigh Loss,High,16362,3585,1107,131,388.0,83,1.9,4.3,Mixed,57,High Protein,16.3,76,134,66,5,Energetic,-1.92,Yes,Free,37,29.07
U0229,User229,21,Female,175.0,103.0,Maintain Fitness,Medium,12380,1906,265,40,391.0,81,2.7,4.8,Yoga,87,High Protein,11.6,69,138,83,2,Stressed,1.65,Yes,Premium,8,33.63
U0230,User230,27,Female,172.0,81.0,Muscle Gain,Medium,2021,1466,1034,147,290.0,25,2.5,6.7,Yoga,109,High Protein,11.6,78,107,87,4,Energetic,1.97,No,Free,5,27.38
U0231,User231,47,Female,174.0,99.0,Muscle Gain,High,2017,3335,547,137,173.0,92,4.1,5.5,Strength,81,Keto,16.2,97,127,75,1,Happy,1.21,No,Premium,27,32.7
U0232,User232,48,Female,173.0,84.0,Muscle Gain,Low,9240,2173,1090,39,173.0,82,2.4,6.4,Strength,49,Balanced,14.5,70,119,82,2,Tired,-0.5,Yes,Premium,14,28.07
U0233,,53,Male,,,Weight Loss,Medium,3907,1659,904,140,,118,3.3,5.9,,119,High Protein,8.2,100,123,68,4,Happy,-1.76,No,,6,34.72
U0234,User234,58,Male,159.0,46.0,Muscle Gain,High,3426,1422,609,78,207.0,118,1.2,6.2,Yoga,15,Balanced,26.3,98,136,69,3,Energetic,0.65,Yes,Free,38,18.2
U0235,User235,42,Male,166.0,92.0,Muscle Gain,High,16046,2042,164,137,216.0,65,2.9,7.5,Strength,146,Vegan,18.1,77,115,67,4,Energetic,-2.35,Yes,Premium,20,33.39
U0236,User236,48,Male,192.0,108.0,Maintain Fitness,High,7656,1894,278,74,144.0,22,4.4,6.9,Yoga,127,Balanced,23.5,65,127,84,4,Tired,-0.17,Yes,Premium,33,29.3
U0237,User237,57,Male,152.0,106.0,Weight Loss,Medium,15820,1833,924,95,170.0,60,2.4,5.9,Cardio,141,High Protein,14.2,85,140,91,4,Happy,-0.74,Yes,Premium,40,45.88
U0238,User238,40,Female,173.0,96.0,Weigh Loss,High,16251,2339,503,113,378.0,47,2.6,8.8,Cardio,33,Vegan,24.5,55,106,74,1,Energetic,-1.01,No,Free,38,32.08
U0239,User239,35,Female,150.0,45.0,Weight Loss,High,13620,1935,1073,135,294.0,64,1.8,5.2,Strength,66,High Protein,28.1,70,119,70,1,Energetic,0.9,No,Premium,15,20.0
U0240,User240,22,Male,155.0,79.0,Weight Loss,Medium,13275,2428,1129,72,259.0,48,1.4,4.1,Cardio,69,Keto,31.1,101,115,67,3,Stressed,0.7,No,Premium,34,32.88
U0241,User241,35,Male,175.0,68.0,Muscle Gain,Medium,9895,2749,1137,70,144.0,41,2.9,8.6,Strength,104,Vegan,33.5,68,121,94,2,Tired,1.97,No,Premium,16,22.2
U0242,User242,36,Female,167.0,75.0,Muscle Gain,Low,16797,2691,715,156,339.0,78,2.7,6.7,Yoga,46,Balanced,24.2,97,110,86,4,Energetic,-1.1,Yes,Premium,1,26.89
U0243,User243,37,Female,175.0,86.0,Maintain Fitness,High,11769,2580,606,123,180.0,31,1.9,4.4,Cardio,124,Vegan,17.9,79,133,86,1,Happy,-0.67,Yes,Premium,4,28.08
U0244,User244,36,Female,178.0,78.0,Maintain Fitness,Low,14214,1633,1102,84,388.0,65,1.8,7.6,Mixed,26,Vegan,30.9,101,143,81,5,Stressed,-2.41,Yes,Premium,39,24.62
U0245,User245,25,Female,151.0,90.0,Muscle Gain,Medium,7532,2592,240,100,227.0,44,4.1,7.9,Cardio,74,High Protein,22.7,65,136,68,3,Stressed,1.85,No,Premium,37,39.47
U0246,User246,21,Female,194.0,51.0,Maintain Fitness,Low,7918,2472,1191,129,191.0,84,4.2,9.3,Mixed,42,Keto,16.8,100,134,87,1,Stressed,1.41,Yes,Premium,14,13.55
U0247,User247,52,Female,175.0,87.0,Maintain Fitness,Medium,12112,1579,389,123,211.0,61,4.0,9.2,Cardio,44,High Protein,32.4,93,126,89,2,Stressed,1.78,No,Free,28,28.41
U0248,User248,30,Male,174.0,100.0,Maintain Fitness,High,4273,2041,204,54,203.0,43,2.9,5.5,Cardio,62,Balanced,8.6,88,132,85,5,Stressed,2.86,No,Premium,9,33.03
U0249,User249,48,Male,187.0,61.0,Maintain Fitness,High,13928,3556,691,144,360.0,57,4.0,7.9,Mixed,119,Keto,22.8,80,119,83,2,Happy,1.31,No,Free,44,17.44
U0250,User250,38,Male,193.0,81.0,Weight Loss,High,2053,1760,1087,38,300.0,43,1.7,9.2,Yoga,68,Balanced,18.1,55,119,90,2,Happy,-0.37,No,Premium,17,21.75
U0251,User251,23,Male,157.0,56.0,Maintain Fitness,High,9454,2520,404,97,121.0,22,2.3,6.9,Mixed,116,High Protein,25.1,84,111,92,5,Tired,-2.39,No,Premium,29,22.72
U0252,User252,27,Male,190.0,103.0,Maintain Fitness,Low,15831,2319,212,39,308.0,53,1.7,4.4,Strength,74,Vegan,26.1,55,129,76,2,Happy,-1.22,No,Free,9,28.53
U0253,User253,52,Male,194.0,62.0,Weight Loss,High,11670,3048,562,85,352.0,43,3.0,5.1,Yoga,17,Balanced,16.6,72,128,69,2,Stressed,2.42,Yes,Free,20,16.47
U0254,User254,23,Female,167.0,76.0,Weight Loss,High,14125,2475,302,124,151.0,77,3.7,8.1,Mixed,98,Vegan,28.4,86,105,79,3,Tired,1.76,No,Free,24,27.25
U0255,User255,43,mal,189.0,72.0,Maintain Fitness,Low,12684,1458,1010,107,151.0,71,1.4,6.3,Yoga,40,Keto,23.0,58,125,80,5,Energetic,-1.96,No,Premium,8,20.16
U0256,User256,32,Male,194.0,59.0,Weight Loss,High,16621,2604,851,140,223.0,55,2.2,5.5,Strength,55,Balanced,34.0,95,140,73,3,Energetic,0.4,Yes,Premium,22,15.68
U0257,User257,46,Female,191.0,50.0,Maintain Fitness,Medium,6152,2498,632,43,391.0,26,2.3,7.6,Strength,35,Vegan,25.5,95,122,85,1,Stressed,2.09,No,Free,2,13.71
U0258,User258,28,Male,150.0,79.0,Weight Loss,Medium,11241,3585,1142,65,196.0,54,1.7,4.4,Mixed,81,Balanced,9.9,72,106,74,1,Happy,-2.63,No,Free,25,35.11
U0259,User259,29,Male,194.0,65.0,Weight Loss,Low,17852,3445,797,59,275.0,33,3.1,7.0,Cardio,33,Vegan,26.7,64,112,94,4,Tired,-0.45,Yes,Premium,29,17.27
U0260,User260,51,Female,151.0,71.0,Weight Loss,High,12251,2993,1071,118,387.0,102,4.2,8.9,Mixed,21,Keto,16.2,56,107,82,5,Happy,0.32,Yes,Premium,16,31.14
U0261,User261,27,Male,194.0,59.0,Weight Loss,Medium,13490,3352,979,124,300.0,96,1.6,4.8,Yoga,92,High Protein,30.4,75,127,81,4,Energetic,-0.21,No,Free,1,15.68
U0262,User262,61,Female,193.0,61.0,Weigh Loss,High,8189,1826,619,118,104.0,71,1.4,6.5,Cardio,45,Balanced,33.1,61,143,88,2,Happy,-0.01,No,Premium,19,16.38
U0263,User263,38,Female,159.0,65.0,Weight Loss,Medium,17500,3157,1098,92,377.0,110,3.1,7.4,Strength,29,Balanced,22.2,88,126,80,2,Tired,0.51,No,Free,4,25.71
U0264,User264,36,Male,170.0,105.0,Maintain Fitness,Medium,5189,2054,271,75,288.0,99,2.9,4.6,Strength,113,High Protein,11.1,85,106,86,5,Tired,2.79,No,Free,28,36.33
U0265,User265,48,Female,190.0,105.0,Weight Loss,Medium,17551,1580,706,83,106.0,55,3.6,7.1,Yoga,110,Balanced,34.1,92,109,89,1,Happy,2.71,No,Premium,22,29.09
U0266,User266,21,mal,185.0,62.0,Muscle Gain,High,6103,3466,993,87,303.0,111,2.5,4.2,Cardio,74,High Protein,34.7,79,117,76,4,Happy,-0.97,No,Free,21,18.12
U0267,User267,64,Male,151.0,82.0,Weight Loss,Medium,14371,1526,448,62,156.0,42,2.8,5.6,Mixed,133,Balanced,22.1,101,124,76,2,Tired,-1.06,No,Free,21,35.96
U0268,User268,47,Female,157.0,102.0,Weight Loss,High,11368,3510,1004,87,340.0,105,1.3,7.9,Cardio,88,Balanced,33.6,104,142,75,3,Stressed,2.7,Yes,Free,3,41.38
U0269,User269,45,Male,181.0,75.0,Weight Loss,Low,11244,1994,733,117,184.0,24,2.4,4.8,Strength,140,Keto,27.8,85,114,78,3,Tired,-2.21,Yes,Free,23,22.89
U0270,User270,35,Male,191.0,70.0,Maintain Fitness,Medium,3946,1537,528,37,368.0,53,2.2,3.7,Mixed,113,Vegan,20.8,94,135,77,5,Happy,-2.55,Yes,Free,41,19.19
U0271,User271,25,Male,179.0,70.0,Weight Loss,Medium,10102,1576,610,39,253.0,92,4.1,4.1,Strength,28,High Protein,18.0,56,118,69,1,Tired,-2.07,No,Free,39,21.85
U0272,User272,43,Female,173.0,81.0,Weight Loss,Medium,8084,3673,306,101,235.0,83,2.0,8.1,Cardio,87,High Protein,23.7,75,115,67,5,Happy,0.13,Yes,Premium,42,27.06
U0273,User273,64,Male,168.0,63.0,Weight Loss,High,12815,1492,1188,47,339.0,57,2.8,6.9,Mixed,22,Balanced,12.5,64,131,75,4,Tired,2.65,No,Free,34,22.32
U0274,User274,48,Male,164.0,59.0,Maintain Fitness,Low,14642,1860,549,40,322.0,48,3.3,6.9,Cardio,58,Keto,29.5,68,131,84,2,Energetic,2.34,No,Free,30,21.94
U0275,User275,56,Male,156.0,94.0,Muscle Gain,High,8948,2821,355,119,139.0,114,4.0,4.0,Yoga,98,Balanced,13.5,69,142,87,5,Happy,2.06,Yes,Free,32,38.63
U0276,User276,39,mal,157.0,85.0,Maintain Fitness,Medium,14600,3054,692,73,243.0,22,3.5,4.5,Cardio,63,Balanced,26.8,101,121,83,2,Stressed,2.14,No,Premium,35,34.48
U0277,,47,Male,,,Maintain Fitness,High,6276,2598,578,124,,70,1.3,5.1,,15,Vegan,34.6,97,127,85,1,Energetic,-2.95,Yes,,26,24.09
